KEY,doc,raw_doc_tu
5487_1,끝맛이 깔끔해서,끝 맛 깔끔
5489_0,다른 맥주에 비해 톡 쏘는 맛이 강하고,맥주 비하 맛 강하
5489_1,맛있다,맛있
5489_2,시원한 맛이 좋다,시원 맛
5490_0,술이 맛있고,술 맛있
5490_1,순하다,순하
5491_0,맛이 좋습니다,맛
5491_1,부드럽고,부드럽
5491_2,깔끔합니다,깔끔
5492,맛있어서,맛있
5493_0,일단 맛이 부드럽고,맛 부드럽
5493_1,맛있음 약간 오렌지향이 돌면서 목넘김도 부드럽고,맛있 오렌지 향 목 넘기 부드럽
5493_2,자극적이지 않음,자극
5494,맛이 좋아서,맛
5495_0,다른곳보다,곳
5495_1,맥주맛이 더 진하다,맥주 맛 진하
5496,카스 광고연예인이 좋아서,카스 광고 연예인
5497_0,맛이 다르다,맛 다르
5497_1,목넘김도 다르고,목 넘기 다르
5497_3,떠나서 한국 맥주랑 맛을 비교할 수가 없다,떠나 한국 맥주 맛 비교 수
5498_0,마신 맥주 중에서 제일 목넘김이 좋고,마시 맥주 중 제일 목 넘기
5498_1,괜찮았습니다,괜찮
5499,끝맛이 부드럽다,끝 맛 부드럽
5500_0,오래된 제품이고,오래되 제품
5500_1,친숙해서그런지 목넘김이 아주 부드럽고,친숙 그러 목 넘기 부드럽
5500_2,좋은거 같아요,거
5501,보리의 맛이 살아있기 때문에 더 좋아한다,보리 맛 때문 좋아하
5502_0,거품이 부드럽고,거품 부드럽
5502_1,맛이 전체적으로 가장 내 입맛에 맞다,맛 전체 내 입맛
5503_0,마트나 주점에 가장 많이 볼수 있고,마트 주점 수
5503_1,그로인해 자주 구매하기때문에,그 인하 구매 때문
5504,맛있어서,맛있
5505,깔끔한맛 가벼움,깔끔 맛 가볍
5506,익숙한것 같아서,익숙 것
5507_1,진한 맛과 풍미,진하 맛 풍미
5508,가장 대중적 보편적으로 먹기 때문에,대중 보편 때문
5509,맥주맛이 좋아서 너무 쓰거나 너무 가벼운걸 싫어하는데 적당함,맥주 맛 가볍 싫어하 적당
5510_0,대중적이고,대중
5510_1,맛이 무난한거같음,맛 무난 거
5511,맛있다,맛있
5512_0,저는 필리핀에서 어학연수를 한 경험이 있습니다,저 필리핀 어학연수 경험
5512_1,그 곳에서 즐겨마셨던 맥주이기 때문에 필리핀 생각이 날 때면 산미구엘을 일부러 찾을때가 있습니다,곳 즐기 마시 맥주 때문 필리핀 생각 날 때 산미구엘 때
5513,맛이 내 입맛에 잘 맞아서 목넘김이 좋다,맛 내 입맛 목 넘기
5514,디자인이 이쁘다,디자인 이쁘
5515_0,먹어본 캔맥주 중에서 제일 거부감 안들고,캔 맥주 중 제일 거부감 안
5515_1,잘 넘어감,넘어가
5516_0,목넘김도 좋고,목 넘기
5516_1,마시고,마시
5516_2,난 뒤에 산뜻한 느낌이 좋음,뒤 산뜻 느낌
5517_0,목넘김이 시원하고,목 넘기 시원
5517_1,부드러우며 뒷맛이 깔끔하다,부드럽 뒷맛 깔끔
5518_0,목넘김이 부드럽고,목 넘기 부드럽
5518_1,쓴맛이 적어서,쓴맛
5519_0,국산맥주 중에 가장 맛이 좋고,국산 맥주 중 맛
5519_1,취향에 맞음,취향
5520_0,제일 맥주다운 맥주맛이라서 질리지 않아 좋습니다,제일 맥주 맥주 맛 질리
5520_1,가격도 저렴해서 부담이 없습니다,가격 저렴 부담
5521_0,드라이 피니쉬 특유의 맛 자세한 형용은 어려우나 입맛에 맞음 목넘김이 좋음 가격대도 적당하다고,드라이 피니쉬 특유 맛 자세 형용 어렵 입맛 목 넘기 가격 적당
5521_1,생각함,생각
5522,입맛에 맞아서,입맛
5523_0,개인적으로 하이네켄 맥주가 여성들이 먹기에 센스있는 병의 모양을 가졌다,개인 하이네켄 맥주 여성 센스 병 모양 가지
5523_1,여럿이 모여 즐길 때 하이네켄을 들고,여럿 모이 즐기 때 하이네켄
5523_2,마시면 기분이 좋고,마시 기분
5523_3,뭔가 그럴듯한 느낌을 받는다,뭐 그럴듯하 느낌
5524_0,시원하고,시원
5524_1,웬지 칼로리가 낮을 것 같아서,칼로리 낮 것
5525_0,시원하고,시원
5525_1,맛있고,맛있
5525_2,어딜가나 안파는 곳이 없다,어디 곳
5526_0,Cass Max Hite 중 가장 입맛에 맞는다,중 입맛
5526_1,맥주를 주로 피곤한 하루를 끝내고,맥주 피곤 하루 끝내
5526_2,자기전 가볍게 마시는데 그 때 가장 어울리는 맛인 것 같다,자기 전 가볍 마시 때 어울리 맛 것
5527,입맛이랑 가장 잘 맞아서,입맛
5528_0,맛있다,맛있
5528_1,거품이 적다,거품
5529,흑맥주의 진한맛 ,흑 맥주 진한 맛
5530_0,밀맥주라 부드럽고,밀 맥주 부드럽
5530_1,가볍게 마실 수 있어서,가볍 마시 수
5531_0,맛이좋고,맛
5531_1,부드럽다대중적이다가격도 저렴하다,부드럽 대중 격 저렴
5532,기존에 주로 먹은것도 있지만 아무래도 다른 술에비해서 마실때 깔끔함,기존 것 술 비하 마실 때 깔끔
5534_1,상큼한 맛이 있어 여자들이 마시기 좋아서,상큼 맛 여자 마시
5535,그냥 하이네켄하면 그 맛이 자꾸 떠올라서,하이네켄 맛 떠오르
5536,익숙해서요,익숙
5537,그냥 생각난다,생각나
5538_0,맛이있다,맛
5538_1,부드럽고,부드럽
5538_2,거품도 풍성하고,거품 풍성
5539_0,목넘김이 깔끔하고,목 넘기 깔끔
5539_1,맛이 풍부하다,맛 풍부
5540,맥주상표보다는 맛이있어서 좋아함,맥주 상표 맛 좋아하
5541_0,대학생이 되면서 친구들과 병맥주나 캔맥주로 가장 많이 먹고,대학생 친구 병 맥주 캔 맥주
5541_1,가장 많이 접할 수 있는 해외맥주였습니다,접하 수 해외 맥주
5541_2,친구들과 가볍게 먹기도 좋고,친구 가볍
5541_3,엠티같은 행사가 있을때 마트에서 파는 작은 드럼통 맥주로도 접해서 가장 친숙하기 때문에 좋아합니다,엠티 행사 때 마트 드럼통 맥주 접하 친숙 때문 좋아하
5542,가벼운 맛이 좋다,가볍 맛
5543,깔끔한 맛이 체고시다,깔끔 맛 체고 시다
5544,깔끔하면서 깨긋한 뒷맛과 더블어 시각적인 즐거움엔젤링,깔끔 깨 뒷맛 더블 어 시각 즐거움 엔젤 링
5545,시원해보임,시원 보이
5546_0,칼로리가 다른 맥주보다,칼로리 맥주
5546_1,상대적으로 낮기 때문에,상대 때문
5548_0,주변 사람들과 주로 카스를 많이 마셨기 때문에 카스가 더 익숙하고,주변 사람 카스 마시 때문 카스 익숙
5548_1,친근하다,친근
5549,시원하다,시원
5550_0,맥주맛이 가장 부드럽고,맥주 맛 부드럽
5550_1,넘기는 뒷맛이 그리쓰지 않고,넘기 뒷맛
5550_3,레벨 디자인도 마음에 들고,레벨 디자인 마음
5550_4,이미지가 나쁜 느낌이 별로 들지 않는다,이미지 나쁘 느낌
5551,카스는 꽤 오래전부터 익숙한 상표이기때문에,카스 오래전 익숙 상표 때문
5552,중국에서 먹었던 술로 근최근1년간 먹어와서 그런거같습니다 ,중국 술 최근 년 간 거
5553_0,국산맥주중에 제일 맛있다,국산 맥주 중 제일 맛있
5553_2,저번에 견학갔었는데 제일 깔끔하게 맥주 제조했었음 그리고,저번 견학 제일 깔끔 맥주 제조
5553_3,대학교 행사지원을 많이 해줘서 맛에 익숙해진거같다,대학교 행사 지원 맛 익숙 거
5554,맛이있기때문에 상표가 좋아보입니다 ,맛 때문 상표 보이
5555,맛이 좋아서 매일 먹다싶이 한다,맛
5556,맛 브랜드명,맛 브랜드 명
5557,맛 있음,맛
5558,광고가 너무 맘에듬,광고 맘 에
5559,시원함,시원
5560_0,깔끔하고,깔끔
5560_1,맛있다,맛있
5561,대표브렌드라서,대표 브렌
5562_0,깔끔하고,깔끔
5562_1,목넘김이 적당하다,목 넘기 적당
5563_0,학창시절 부터 가장 많이 마셔왔고,학창 시절 마시
5563_1,청량한 맛이 내가 가장 좋아하는 맛이다,청량 맛 내 좋아하 맛
5563_2,텁텁한 맛이 전혀 없어서 좋다,텁텁 맛
5563_3,부담없이 오래 많이 마실수 있다,부담 마시 수
5564,맥주의 맛과 지인의 추천,맥주 맛 지인 추천
5565_0,신선하고,신선
5565_1,깔끔하다,깔끔
5566,맛잇으니까 ,맛
5567,맛이 내 입맛에 맞다,맛 내 입맛
5568_0,목넘김이 다른맥주보다,목 넘기 맥주
5568_1,젤 좋아서,젤
5569_0,호가든이 부드럽고,호가든 부드럽
5569_1,맛나는 맥주라서,맛나 맥주
5570_0,깔끔하고,깔끔
5570_1,목넘김이 좋다,목 넘기
5571,치킨이랑 잘어울려서,치킨 어울리
5572_0,처음에는 원빈이 드라이피니쉬 광고모델이라서 좋아했는데 맥주를 마셔보니 톡쏘는 맛도 좋고,처음 원빈 드라이 피니쉬 광고 모델 좋아하 맥주 마시 맛
5572_1,시원해서 좋아하게 됬습니다,시원 좋아하
5573_0,국내 맥주 중 세련되고,국내 맥주 중 세련
5573_1,맛또한 깔끔하고,맛 깔끔
5574, 쓴맛뒤 단맛이 좋다,쓴맛 뒤 단맛
5575,김연아 선수를 좋아하는데 광고에 나와서,김연아 선수 좋아하 광고 나오
5576,진한 맛때문에 ,진하 맛 때문
5577,보리의 맛이 살아있다,보리 맛
5578,국산맥주와 해외맥주맛의 조화,국산 맥주 해외 맥주 맛 조화
5579_0,톡 쏘는 듯한 시원한 목넘김이 좋아서 카스를 다른 맥주보다,듯 시원 목 넘기 카스 맥주
5579_1,선호한다,선호
5580,맛있어서,맛있
5581,상쾌한 맛 알맞은 알콜도수,상쾌 맛 알맞 알콜 도수
5582_0,친근하고,친근
5582_1,오래동안 마셔와서,동안 마시
5583,맛있어서,맛있
5584,발음자체에서 느껴지는 시원함,발음 자체 느끼 시원
5585,국산 맥주에 비해 맛이 진하면서 부드럽다,국산 맥주 비하 맛 진하 부드럽
5586,느낌이 좋음,느낌
5587,국내 맥주 중에서 원탑,국내 맥주 중 원 탑
5588,맛이 좋아서,맛
5589,하이트만 먹다가 맥스를 더 먹게됨,하이트 맥스
5590_0,오래동안 먹어와서 익숙하고,동안 익숙
5590_1,시원맛이 좋다,시원 맛
5591,부드러운 목넘김과 특유의 맛,부드럽 목 넘기 특유 맛
5592_0,깔끔하고,깔끔
5592_1,시원한 맛 믿을 수 있음,시원 맛 수
5593_0,산뜻하고,산뜻
5593_1,시원함,시원
5594_0,텔레비젼 광고를 보고,텔레비젼 광고
5594_1,시원하고,시원
5594_2,상쾌할 것 같은 맛 때문,상쾌 것 맛 때문
5595,맥주맛이 좋음,맥주 맛
5596,맛이 특이하다,맛 특이
5597,누구나 좋아하는 암반 천연수 때문이다,누구 좋아하 암반 천연수 때문
5598_0,맛이 부드럽고,맛 부드럽
5599_0,맛이 부드럽고,맛 부드럽
5599_1,목넘김이 좋다,목 넘기
5600,깨긋함,깨
5601,목넘김이 부드러워서 좋아한다,목 넘기 부드럽 좋아하
5602,아사히 생맥주 판매점에서 마신 500cc 생맥주의 맛이 너무 좋았다,아사히 맥주 판매점 마시 맥주 맛
5603,레몬맛,레몬 맛
5604_0,다른 맥주 브랜드에 비해 선호하는 맥주의 맛이고,맥주 브랜드 비하 선호 맥주 맛
5604_1,선호하는 맥주의 맛은 목넘김이 좋고,선호 맥주 맛 목 넘기
5604_2,뒷맛이 깔끔한걸 선호함,뒷맛 깔끔 선호
5605,요즘유행하는거라서,요즘 유행 거
5606,엔젤링,엔젤 링
5607_0,심플하고,심플
5607_1,상표도 세련된 느낌입니다,상표 세련 느낌
5608_0,맥주의 맛이 고소하고,맥주 맛 고소
5608_1,부드러움 나는 상표보다는 맛을 더 중요하게 생각함,부드럽 나 상표 맛 중요 생각
5609,묵직하며 고급스러운 분위기,묵직 고급 분위기
5610_0,맛이 깔끔하고,맛 깔끔
5610_1,목넘김이좋다특유의 톡쏘는맛이 일품이다,목 넘기 특유 맛 일품
5612_0,젋은 이미지가 강하고,이미지 강하
5612_1,최근에 떠오르는 브랜드라고,최근 떠오르 브랜드
5612_2,생각되기 때문이다,생각 때문
5613_0,첫맛과 끝맛이 깨끗하고,맛 끝 맛 깨끗
5613_1,거품이 부드럽다,거품 부드럽
5614,맛있어서,맛있
5615_0,광고이미지도 좋고,광고 이미지
5615_1,맥주맛도 괜찮다,맥주 맛 괜찮
5616_0,청량감이 좋아 목넘김이 시원하고,청량감 목 넘기 시원
5616_1,내가 느끼기에 가장 맛있다,내 느끼 맛있
5617_0,지금 한국에 들어와있는 삿포로 맥주 말고,한국 들어오 삿포로 맥주
5617_1,삿포로에서 나온 다른 맥주가 있는데요 그게 맛있음 고소하고목넘김도 좋고,삿포로 나오 맥주 그 맛있 고소 목 넘기
5617_2,정확한 이름이 생각이 안나지만삿포로에서 나온건 맞음,정확 이름 생각 안나 지만 삿포로 나오 건
5618,익숙한 맛이어서 목넘김이 더 강하다,익숙 맛 목 넘기 강하
5619,깔끔함,깔끔
5620,청량감이 좋아서,청량감
5621,부드러움,부드럽
5622_0,맥주 맛이 깔끔하고,맥주 맛 깔끔
5622_2,상표도 화려하지 않으면서도 눈에 뛰어 좋음,상표 화려 눈
5623_0,풍부한 거품과 목넘김이 부드럽고,풍부 거품 목 넘기 부드럽
5623_1,보리향이 살짝 느껴지는게 좋아서,보리 향 느끼
5625,맥주맛에 레몬향이 느껴져서 좀더 깔끔하니 질리지 않아서 많이 찾게 됩니다,맥주 맛 레몬 향 느끼 깔끔 질리
5626,소맥으로 먹기 좋아서,소맥
5627,맛이 깔끔해서,맛 깔끔
5628,젤 맛있다,젤 맛있
5629,그나마 다른 한국맥주에 비해서 맛있습니다,한국 맥주 비하 맛있
5630,보리가 느껴진다,보리 느끼
5631_0,맛이 입맛에 가장 맞다,맛 입맛
5631_1,담백한 맛,담백 맛
5632_0,시원한 청량감 박력있는 광고로 기억하기도 쉽고,시원 청량감 박력 광고 기억
5632_1,손이 감,손 감
5633,맛이 가장 좋아서 국내 맥주 브랜드들이 뛰어난 맛을 가지진 못하는데 그중 그나마 오비골든라거가 제일 낳은 것 같음,맛 국내 맥주 브랜드 뛰어나 맛 그중 오비 골든 라거 제일 것
5634,맛,맛
5635,기본맥주라서요,기본 맥주
5636_0,레몬을 넣었을때 가장 상쾌하게 즐길수 있고,레몬 때 상쾌 즐기 수
5636_1,나의 이미지와 잘 어울리는 개성있는 맥주라서,나 이미지 어울리 개성 맥주
5637,광고를 많이 해서 눈에 익어서,광고 눈
5638,상쾌헤서,상쾌
5639_0,맛이 부드럽고,맛 부드럽
5639_1,자주 먹는 맥주라서,맥주
5640,맛이 좋다,맛
5641_0,맛있기도 하고,맛있
5641_1,김연아도 좋아함,김연아 좋아하
5642_0,맛이 강하지안고,맛 강하
5642_2,부드럽다,부드럽
5643,익숙해서,익숙
5644,하이트는 맛없어서,하이트 맛없
5646,자주 마시는 제품이라서,마시 제품
5647,맛,맛
5648_0,탄산이 적고,탄산
5648_1,거품이 부드럽다,거품 부드럽
5650_0,쓴맛이 적고,쓴맛
5650_1,탄산도 적당한것 같다,탄산 적당 것
5651,맥주중에 제일 맛있어서 ,맥주 중 제일 맛있
5652,거품과 맛이 좋다,거품 맛
5653,다른 맥주와 달리 호가든의 특유한 향이 마실때 입안에 향긋하게 퍼져서 기분이 좋음,맥주 호가든 특유 향 마실 때 입안 향긋 퍼지 기분
5654_0,접하기 쉽고,접하
5654_1,맛이 좋다,맛
5655,맛,맛
5656,시원함을 대표하는 맥주라서,시원 대표 맥주
5657_0,맛이 깔끔하고,맛 깔끔
5657_1,진한 맛이 좋다,진하 맛
5657_2,특히 아사히 흑맥주는 흑맥주 중 최고인것 같다,아사히 흑 맥주 흑 맥주 중 최고 것
5658_0,목넘김이 좋아서 양도 적당하고,목 넘기 양도 적당
5658_1,맛있습니다,맛있
5659,아사히는 일본의 대표적인 상징적인 맥주이기 때문에,아사히 일본 대표 상징 맥주 때문
5660,해외에서 코로나를 먹어보았는데 그 맛이 강렬하게 기억에 남아서,해외 코로나 맛 강렬 기억
5661,깔금한맛,금하 맛
5662,맛,맛
5663,부드럽다,부드럽
5664,중국에 여행갔을 때 먹은 그 맛을 잊을 수 없음 소프트하면서 맥주 특유의 알싸한 맛이 일품,중국 여행 때 맛 수 소프트 맥주 특유 알 맛 일품
5665_0,광고도 좋고,광고
5665_1,맥주가 쓰지 않아요,맥주
5666_0,맛이 깔끔하고,맛 깔끔
5666_1,기분이 좋아지기때문입니다,기분 때문
5667_0,가장 무난한 맛 보리맛이 강하지도않고,무난 맛 보리 맛 강하
5667_1,톡톡튀는맛이 괜찮음,맛 괜찮
5668,꿀 향기가 좋아서,향기
5669,맛이 깔끔하다,맛 깔끔
